Genome	Permutation	Clusters
21479	19	Perm741	28606
21480	20	Perm741	28750
21481	21	Perm741	28871
21482	22	Perm741	29139
21483	23	Perm741	29272
21484	24	Perm741	29368
21485	25	Perm741	29491
21486	26	Perm741	29602
21487	27	Perm741	29698
21488	28	Perm741	29828
21489	29	Perm741	29897
21490	1	Perm742	16092
21491	2	Perm742	18859
21492	3	Perm742	20663
21493	4	Perm742	21668
21494	5	Perm742	23288
21495	6	Perm742	23989
21496	7	Perm742	24567
21497	8	Perm742	25008
21498	9	Perm742	25314
21499	10	Perm742	25727
21500	11	Perm742	26460
21501	12	Perm742	26682
21502	13	Perm742	26893
21503	14	Perm742	27205
21504	15	Perm742	27561
21505	16	Perm742	27757
21506	17	Perm742	27970
21507	18	Perm742	28180
21508	19	Perm742	28381
21509	20	Perm742	28528
21510	21	Perm742	28819
21511	22	Perm742	28942
21512	23	Perm742	29101
21513	24	Perm742	29343
21514	25	Perm742	29429
21515	26	Perm742	29569
21516	27	Perm742	29661
21517	28	Perm742	29790
21518	29	Perm742	29897
21519	1	Perm743	16136
21520	2	Perm743	19325
21521	3	Perm743	21099
21522	4	Perm743	22250
21523	5	Perm743	22971
21524	6	Perm743	23545
21525	7	Perm743	24526
21526	8	Perm743	24841
21527	9	Perm743	25539
21528	10	Perm743	25922
21529	11	Perm743	26134
21530	12	Perm743	26414
21531	13	Perm743	26649
21532	14	Perm743	27084
21533	15	Perm743	27257
21534	16	Perm743	27557
21535	17	Perm743	27904
21536	18	Perm743	28167
21537	19	Perm743	28299
21538	20	Perm743	28492
21539	21	Perm743	28721
21540	22	Perm743	28917
21541	23	Perm743	29059
21542	24	Perm743	29141
21543	25	Perm743	29308
21544	26	Perm743	29560
21545	27	Perm743	29704
21546	28	Perm743	29812
21547	29	Perm743	29897
21548	1	Perm744	15418
21549	2	Perm744	18270
21550	3	Perm744	20896
21551	4	Perm744	22199
21552	5	Perm744	23184
21553	6	Perm744	23721
21554	7	Perm744	24556
21555	8	Perm744	25039
21556	9	Perm744	25372
21557	10	Perm744	25603
21558	11	Perm744	25935
21559	12	Perm744	26115
21560	13	Perm744	26561
21561	14	Perm744	26830
21562	15	Perm744	27100
21563	16	Perm744	27252
21564	17	Perm744	27487
21565	18	Perm744	27776
21566	19	Perm744	28038
21567	20	Perm744	28683
21568	21	Perm744	28809
21569	22	Perm744	28932
21570	23	Perm744	29082
21571	24	Perm744	29192
21572	25	Perm744	29358
21573	26	Perm744	29484
21574	27	Perm744	29622
21575	28	Perm744	29768
21576	29	Perm744	29897
21577	1	Perm745	16315
21578	2	Perm745	18874
21579	3	Perm745	20220
21580	4	Perm745	21806
21581	5	Perm745	22952
21582	6	Perm745	24187
21583	7	Perm745	24764
21584	8	Perm745	25361
21585	9	Perm745	25899
21586	10	Perm745	26393
21587	11	Perm745	26710
21588	12	Perm745	27047
21589	13	Perm745	27273
21590	14	Perm745	27545
21591	15	Perm745	27932
21592	16	Perm745	28115
21593	17	Perm745	28262
21594	18	Perm745	28472
21595	19	Perm745	28603
21596	20	Perm745	28750
21597	21	Perm745	28923
21598	22	Perm745	29040
21599	23	Perm745	29211
21600	24	Perm745	29340
21601	25	Perm745	29445
21602	26	Perm745	29558
21603	27	Perm745	29668
21604	28	Perm745	29768
21605	29	Perm745	29897
21606	1	Perm746	15484
21607	2	Perm746	18349
21608	3	Perm746	19645
21609	4	Perm746	21561
21610	5	Perm746	22383
21611	6	Perm746	23918
21612	7	Perm746	24709
21613	8	Perm746	25194
21614	9	Perm746	25939
21615	10	Perm746	26271
21616	11	Perm746	26571
21617	12	Perm746	26843
21618	13	Perm746	27037
21619	14	Perm746	27355
21620	15	Perm746	27712
21621	16	Perm746	27962
21622	17	Perm746	28318
21623	18	Perm746	28474
21624	19	Perm746	28596
21625	20	Perm746	28831
21626	21	Perm746	28971
21627	22	Perm746	29074
21628	23	Perm746	29190
21629	24	Perm746	29282
21630	25	Perm746	29452
21631	26	Perm746	29572
21632	27	Perm746	29683
21633	28	Perm746	29813
21634	29	Perm746	29897
21635	1	Perm747	16294
21636	2	Perm747	19253
21637	3	Perm747	20547
21638	4	Perm747	21438
21639	5	Perm747	22429
21640	6	Perm747	22951
21641	7	Perm747	23350
21642	8	Perm747	23805
21643	9	Perm747	24298
21644	10	Perm747	24497
21645	11	Perm747	24801
21646	12	Perm747	25297
21647	13	Perm747	25520
21648	14	Perm747	26750
21649	15	Perm747	26857
21650	16	Perm747	27530
21651	17	Perm747	27925
21652	18	Perm747	28154
21653	19	Perm747	28373
21654	20	Perm747	28477
21655	21	Perm747	28796
21656	22	Perm747	28977
21657	23	Perm747	29097
21658	24	Perm747	29244
21659	25	Perm747	29358
21660	26	Perm747	29467
21661	27	Perm747	29587
21662	28	Perm747	29735
21663	29	Perm747	29897
21664	1	Perm748	16160
21665	2	Perm748	19084
21666	3	Perm748	20447
21667	4	Perm748	21542
21668	5	Perm748	22293
21669	6	Perm748	22885
21670	7	Perm748	23443
21671	8	Perm748	23822
21672	9	Perm748	24483
21673	10	Perm748	24764
21674	11	Perm748	25167
21675	12	Perm748	25432
21676	13	Perm748	25671
21677	14	Perm748	25862
21678	15	Perm748	26071
21679	16	Perm748	26266
21680	17	Perm748	26511
21681	18	Perm748	26687
21682	19	Perm748	27823
21683	20	Perm748	27923
21684	21	Perm748	28138
21685	22	Perm748	28280
21686	23	Perm748	28569
21687	24	Perm748	28812
21688	25	Perm748	28958
21689	26	Perm748	29053
21690	27	Perm748	29664
21691	28	Perm748	29768
21692	29	Perm748	29897
21693	1	Perm749	16210
21694	2	Perm749	18977
21695	3	Perm749	20181
21696	4	Perm749	21458
21697	5	Perm749	22463
21698	6	Perm749	23103
21699	7	Perm749	23620
21700	8	Perm749	24084
21701	9	Perm749	24444
21702	10	Perm749	25754
21703	11	Perm749	26124
21704	12	Perm749	26364
21705	13	Perm749	26611
21706	14	Perm749	26802
21707	15	Perm749	27043
21708	16	Perm749	27207
21709	17	Perm749	27490
21710	18	Perm749	27698
21711	19	Perm749	27800
21712	20	Perm749	27944
21713	21	Perm749	28124
21714	22	Perm749	28266
21715	23	Perm749	28372
21716	24	Perm749	28553
21717	25	Perm749	28681
21718	26	Perm749	29297
21719	27	Perm749	29398
21720	28	Perm749	29639
21721	29	Perm749	29897
21722	1	Perm750	16122
21723	2	Perm750	19182
21724	3	Perm750	20700
21725	4	Perm750	21605
21726	5	Perm750	22433
21727	6	Perm750	22922
21728	7	Perm750	23224
21729	8	Perm750	23846
21730	9	Perm750	24371
21731	10	Perm750	24705
21732	11	Perm750	25065
21733	12	Perm750	25314
21734	13	Perm750	25603
21735	14	Perm750	25962
21736	15	Perm750	26330
21737	16	Perm750	26462
21738	17	Perm750	26613
21739	18	Perm750	26801
21740	19	Perm750	27013
21741	20	Perm750	28131
21742	21	Perm750	28274
21743	22	Perm750	28397
21744	23	Perm750	28533
21745	24	Perm750	28717
21746	25	Perm750	28804
21747	26	Perm750	28923
21748	27	Perm750	29184
21749	28	Perm750	29289
21750	29	Perm750	29897
21751	1	Perm751	16142
21752	2	Perm751	19216
21753	3	Perm751	21200
21754	4	Perm751	22373
21755	5	Perm751	23311
21756	6	Perm751	24029
21757	7	Perm751	24644
21758	8	Perm751	25090
21759	9	Perm751	25398
21760	10	Perm751	25802
21761	11	Perm751	26058
21762	12	Perm751	26304
21763	13	Perm751	26567
21764	14	Perm751	26937
21765	15	Perm751	27612
21766	16	Perm751	27770
21767	17	Perm751	27904
21768	18	Perm751	28264
21769	19	Perm751	28457
21770	20	Perm751	28620
21771	21	Perm751	28809
21772	22	Perm751	29081
21773	23	Perm751	29224
21774	24	Perm751	29350
21775	25	Perm751	29474
21776	26	Perm751	29608
21777	27	Perm751	29711
21778	28	Perm751	29799
21779	29	Perm751	29897
21780	1	Perm752	16060
21781	2	Perm752	19165
21782	3	Perm752	20635
21783	4	Perm752	21525
21784	5	Perm752	22300
21785	6	Perm752	23301
21786	7	Perm752	23863
21787	8	Perm752	25198
21788	9	Perm752	25571
21789	10	Perm752	25926
21790	11	Perm752	26187
21791	12	Perm752	26887
21792	13	Perm752	27195
21793	14	Perm752	27445
21794	15	Perm752	27802
21795	16	Perm752	27980
21796	17	Perm752	28166
21797	18	Perm752	28314
21798	19	Perm752	28464
21799	20	Perm752	28628
21800	21	Perm752	28775
21801	22	Perm752	28950
21802	23	Perm752	29161
21803	24	Perm752	29274
21804	25	Perm752	29375
21805	26	Perm752	29492
21806	27	Perm752	29728
21807	28	Perm752	29815
21808	29	Perm752	29897
21809	1	Perm753	16160
21810	2	Perm753	18717
21811	3	Perm753	19916
21812	4	Perm753	21002
21813	5	Perm753	22304
21814	6	Perm753	23247
21815	7	Perm753	24530
21816	8	Perm753	25078
21817	9	Perm753	25447
21818	10	Perm753	25780
21819	11	Perm753	26062
21820	12	Perm753	26517
21821	13	Perm753	26711
21822	14	Perm753	26952
21823	15	Perm753	27200
21824	16	Perm753	27443
21825	17	Perm753	28161
21826	18	Perm753	28477
21827	19	Perm753	28617
21828	20	Perm753	28753
21829	21	Perm753	28871
21830	22	Perm753	28995
21831	23	Perm753	29128
21832	24	Perm753	29323
21833	25	Perm753	29442
21834	26	Perm753	29536
21835	27	Perm753	29691
21836	28	Perm753	29808
21837	29	Perm753	29897
21838	1	Perm754	16092
21839	2	Perm754	18747
21840	3	Perm754	20994
21841	4	Perm754	22334
21842	5	Perm754	23214
21843	6	Perm754	24051
21844	7	Perm754	24706
21845	8	Perm754	25250
21846	9	Perm754	25668
21847	10	Perm754	26009
21848	11	Perm754	26285
21849	12	Perm754	26565
21850	13	Perm754	26751
21851	14	Perm754	27059
21852	15	Perm754	27193
21853	16	Perm754	27320
21854	17	Perm754	27527
21855	18	Perm754	27665
21856	19	Perm754	28392
21857	20	Perm754	28596
21858	21	Perm754	28745
21859	22	Perm754	28857
21860	23	Perm754	29033
21861	24	Perm754	29192
21862	25	Perm754	29280
21863	26	Perm754	29560
21864	27	Perm754	29637
21865	28	Perm754	29751
21866	29	Perm754	29897
21867	1	Perm755	16272
21868	2	Perm755	19249
21869	3	Perm755	20701
21870	4	Perm755	21538
21871	5	Perm755	22519
21872	6	Perm755	23005
21873	7	Perm755	23705
21874	8	Perm755	24218
21875	9	Perm755	24526
21876	10	Perm755	25027
21877	11	Perm755	25233
21878	12	Perm755	25522
21879	13	Perm755	25756
21880	14	Perm755	26085
21881	15	Perm755	27171
21882	16	Perm755	27901
21883	17	Perm755	28084
21884	18	Perm755	28312
21885	19	Perm755	28463
21886	20	Perm755	28655
21887	21	Perm755	28766
21888	22	Perm755	28920
21889	23	Perm755	29028
21890	24	Perm755	29155
21891	25	Perm755	29431
21892	26	Perm755	29548
21893	27	Perm755	29663
21894	28	Perm755	29735
21895	29	Perm755	29897
21896	1	Perm756	16143
21897	2	Perm756	18647
21898	3	Perm756	20303
21899	4	Perm756	21155
21900	5	Perm756	22378
21901	6	Perm756	23320
21902	7	Perm756	23840
21903	8	Perm756	24148
21904	9	Perm756	24626
21905	10	Perm756	25130
21906	11	Perm756	25393
21907	12	Perm756	25731
21908	13	Perm756	25930
21909	14	Perm756	26188
21910	15	Perm756	26468
21911	16	Perm756	26655
21912	17	Perm756	26812
21913	18	Perm756	27007
21914	19	Perm756	27156
21915	20	Perm756	27353
21916	21	Perm756	28442
21917	22	Perm756	28578
21918	23	Perm756	28745
21919	24	Perm756	29362
21920	25	Perm756	29476
21921	26	Perm756	29599
21922	27	Perm756	29719
21923	28	Perm756	29813
21924	29	Perm756	29897
21925	1	Perm757	16040
21926	2	Perm757	19028
21927	3	Perm757	20497
21928	4	Perm757	21707
21929	5	Perm757	22640
21930	6	Perm757	23198
21931	7	Perm757	23717
21932	8	Perm757	24210
21933	9	Perm757	24673
21934	10	Perm757	25109
21935	11	Perm757	25422
21936	12	Perm757	25639
21937	13	Perm757	25840
21938	14	Perm757	25989
21939	15	Perm757	27159
21940	16	Perm757	27288
21941	17	Perm757	27401
21942	18	Perm757	27549
21943	19	Perm757	27892
21944	20	Perm757	28090
21945	21	Perm757	28287
21946	22	Perm757	28500
21947	23	Perm757	28666
21948	24	Perm757	28821
21949	25	Perm757	28958
21950	26	Perm757	29572
21951	27	Perm757	29706
21952	28	Perm757	29790
21953	29	Perm757	29897
21954	1	Perm758	16040
21955	2	Perm758	19225
21956	3	Perm758	20722
21957	4	Perm758	21841
21958	5	Perm758	22446
21959	6	Perm758	23082
21960	7	Perm758	23609
21961	8	Perm758	24088
21962	9	Perm758	24572
21963	10	Perm758	24848
21964	11	Perm758	26010
21965	12	Perm758	26233
21966	13	Perm758	26459
21967	14	Perm758	26750
21968	15	Perm758	27008
21969	16	Perm758	27755
21970	17	Perm758	27907
21971	18	Perm758	28079
21972	19	Perm758	28206
21973	20	Perm758	28528
21974	21	Perm758	28718
21975	22	Perm758	28912
21976	23	Perm758	29011
21977	24	Perm758	29126
21978	25	Perm758	29211
21979	26	Perm758	29336
21980	27	Perm758	29612
21981	28	Perm758	29780
21982	29	Perm758	29897
21983	1	Perm759	16482
21984	2	Perm759	18885
21985	3	Perm759	21007
21986	4	Perm759	22218
21987	5	Perm759	22994
21988	6	Perm759	23845
21989	7	Perm759	24466
21990	8	Perm759	24876
21991	9	Perm759	25453
21992	10	Perm759	25836
21993	11	Perm759	26157
21994	12	Perm759	26596
21995	13	Perm759	26885
21996	14	Perm759	27135
21997	15	Perm759	27298
21998	16	Perm759	27483
21999	17	Perm759	27733
22000	18	Perm759	27892
22001	19	Perm759	28042
22002	20	Perm759	28755
22003	21	Perm759	29028
22004	22	Perm759	29137
22005	23	Perm759	29246
22006	24	Perm759	29379
22007	25	Perm759	29491
22008	26	Perm759	29605
22009	27	Perm759	29714
22010	28	Perm759	29791
22011	29	Perm759	29897
22012	1	Perm760	16040
22013	2	Perm760	18280
22014	3	Perm760	19733
22015	4	Perm760	21489
22016	5	Perm760	22172
22017	6	Perm760	23161
22018	7	Perm760	23534
22019	8	Perm760	24178
22020	9	Perm760	24434
22021	10	Perm760	24856
22022	11	Perm760	25179
22023	12	Perm760	25442
22024	13	Perm760	26567
22025	14	Perm760	26816
22026	15	Perm760	26976
22027	16	Perm760	27224
22028	17	Perm760	27965
22029	18	Perm760	28206
22030	19	Perm760	28340
22031	20	Perm760	28463
22032	21	Perm760	28670
22033	22	Perm760	28871
22034	23	Perm760	29006
22035	24	Perm760	29089
22036	25	Perm760	29229
22037	26	Perm760	29374
22038	27	Perm760	29640
22039	28	Perm760	29768
22040	29	Perm760	29897
22041	1	Perm761	12563
22042	2	Perm761	17988
22043	3	Perm761	20830
22044	4	Perm761	21666
22045	5	Perm761	22826
22046	6	Perm761	23642
22047	7	Perm761	24146
22048	8	Perm761	24596
22049	9	Perm761	25021
22050	10	Perm761	25528
22051	11	Perm761	25876
22052	12	Perm761	26330
22053	13	Perm761	27113
22054	14	Perm761	27426
22055	15	Perm761	27699
22056	16	Perm761	27905
22057	17	Perm761	28209
22058	18	Perm761	28396
22059	19	Perm761	28531
22060	20	Perm761	28750
22061	21	Perm761	28898
22062	22	Perm761	29096
22063	23	Perm761	29185
22064	24	Perm761	29293
22065	25	Perm761	29440
22066	26	Perm761	29543
22067	27	Perm761	29666
22068	28	Perm761	29751
22069	29	Perm761	29897
22070	1	Perm762	15935
22071	2	Perm762	18736
22072	3	Perm762	20055
22073	4	Perm762	22086
22074	5	Perm762	23040
22075	6	Perm762	23643
22076	7	Perm762	24391
22077	8	Perm762	24773
22078	9	Perm762	25537
22079	10	Perm762	25898
22080	11	Perm762	26400
22081	12	Perm762	26774
22082	13	Perm762	27132
22083	14	Perm762	27331
22084	15	Perm762	27700
22085	16	Perm762	27877
22086	17	Perm762	28080
22087	18	Perm762	28450
22088	19	Perm762	28634
22089	20	Perm762	28822
22090	21	Perm762	28981
22091	22	Perm762	29116
22092	23	Perm762	29212
22093	24	Perm762	29345
22094	25	Perm762	29458
22095	26	Perm762	29627
22096	27	Perm762	29735
22097	28	Perm762	29812
22098	29	Perm762	29897
22099	1	Perm763	16047
22100	2	Perm763	19190
22101	3	Perm763	20703
22102	4	Perm763	21717
22103	5	Perm763	22460
22104	6	Perm763	23064
22105	7	Perm763	23547
22106	8	Perm763	24842
22107	9	Perm763	25128
22108	10	Perm763	25590
22109	11	Perm763	25959
22110	12	Perm763	26220
22111	13	Perm763	26434
22112	14	Perm763	26671
22113	15	Perm763	26898
22114	16	Perm763	27068
22115	17	Perm763	27225
22116	18	Perm763	27366
22117	19	Perm763	27689
22118	20	Perm763	27957
22119	21	Perm763	28085
22120	22	Perm763	28783
22121	23	Perm763	28930
22122	24	Perm763	29060
22123	25	Perm763	29247
22124	26	Perm763	29529
22125	27	Perm763	29681
22126	28	Perm763	29780
22127	29	Perm763	29897
22128	1	Perm764	16260
22129	2	Perm764	19139
22130	3	Perm764	21088
22131	4	Perm764	22084
22132	5	Perm764	23149
22133	6	Perm764	23965
22134	7	Perm764	24602
22135	8	Perm764	24976
22136	9	Perm764	25456
22137	10	Perm764	25977
22138	11	Perm764	26290
22139	12	Perm764	26723
22140	13	Perm764	26925
22141	14	Perm764	27199
22142	15	Perm764	27479
22143	16	Perm764	27719
22144	17	Perm764	27879
22145	18	Perm764	28087
22146	19	Perm764	28407
22147	20	Perm764	28542
22148	21	Perm764	28662
22149	22	Perm764	28955
22150	23	Perm764	29211
22151	24	Perm764	29362
22152	25	Perm764	29481
22153	26	Perm764	29602
22154	27	Perm764	29735
22155	28	Perm764	29812
22156	29	Perm764	29897
22157	1	Perm765	16143
22158	2	Perm765	18559
22159	3	Perm765	19826
22160	4	Perm765	21137
22161	5	Perm765	22503
22162	6	Perm765	23222
22163	7	Perm765	23809
22164	8	Perm765	24244
22165	9	Perm765	24587
22166	10	Perm765	24858
22167	11	Perm765	25187
22168	12	Perm765	25617
22169	13	Perm765	26844
22170	14	Perm765	27138
22171	15	Perm765	27376
22172	16	Perm765	27551
22173	17	Perm765	27734
22174	18	Perm765	27948
22175	19	Perm765	28109
22176	20	Perm765	28741
22177	21	Perm765	28890
22178	22	Perm765	28999
22179	23	Perm765	29246
22180	24	Perm765	29348
22181	25	Perm765	29450
22182	26	Perm765	29536
22183	27	Perm765	29673
22184	28	Perm765	29790
22185	29	Perm765	29897
22186	1	Perm766	16143
22187	2	Perm766	19170
22188	3	Perm766	20610
22189	4	Perm766	21452
22190	5	Perm766	22362
22191	6	Perm766	23103
22192	7	Perm766	24532
22193	8	Perm766	25110
22194	9	Perm766	25655
22195	10	Perm766	26047
22196	11	Perm766	26315
22197	12	Perm766	26627
22198	13	Perm766	26813
22199	14	Perm766	27085
22200	15	Perm766	27243
22201	16	Perm766	27546
22202	17	Perm766	27742
22203	18	Perm766	27906
22204	19	Perm766	28098
22205	20	Perm766	28285
22206	21	Perm766	28437
22207	22	Perm766	28561
22208	23	Perm766	28712
22209	24	Perm766	28893
22210	25	Perm766	29006
22211	26	Perm766	29096
22212	27	Perm766	29705
22213	28	Perm766	29813
22214	29	Perm766	29897
22215	1	Perm767	16160
22216	2	Perm767	19194
22217	3	Perm767	21012
22218	4	Perm767	22082
22219	5	Perm767	22980
22220	6	Perm767	23649
22221	7	Perm767	24389
22222	8	Perm767	24862
22223	9	Perm767	25301
22224	10	Perm767	25643
22225	11	Perm767	25897
22226	12	Perm767	26150
22227	13	Perm767	26529
22228	14	Perm767	26745
22229	15	Perm767	26987
22230	16	Perm767	27196
22231	17	Perm767	27361
22232	18	Perm767	27511
22233	19	Perm767	28236
22234	20	Perm767	28344
22235	21	Perm767	28504
22236	22	Perm767	28716
22237	23	Perm767	28860
22238	24	Perm767	29060
22239	25	Perm767	29334
22240	26	Perm767	29483
22241	27	Perm767	29563
22242	28	Perm767	29802
22243	29	Perm767	29897
22244	1	Perm768	12563
22245	2	Perm768	18747
22246	3	Perm768	20980
22247	4	Perm768	22123
22248	5	Perm768	22920
22249	6	Perm768	23529
22250	7	Perm768	24471
22251	8	Perm768	24892
22252	9	Perm768	25415
22253	10	Perm768	25929
22254	11	Perm768	26239
22255	12	Perm768	26635
22256	13	Perm768	26885
22257	14	Perm768	27045
22258	15	Perm768	27200
22259	16	Perm768	27461
22260	17	Perm768	28202
22261	18	Perm768	28338
22262	19	Perm768	28593
22263	20	Perm768	28784
22264	21	Perm768	28972
22265	22	Perm768	29136
22266	23	Perm768	29263
22267	24	Perm768	29375
22268	25	Perm768	29521
22269	26	Perm768	29639
22270	27	Perm768	29739
22271	28	Perm768	29815
22272	29	Perm768	29897
22273	1	Perm769	16210
22274	2	Perm769	19098
22275	3	Perm769	20664
22276	4	Perm769	21602
22277	5	Perm769	22414
22278	6	Perm769	22952
22279	7	Perm769	23735
22280	8	Perm769	25103
22281	9	Perm769	25531
22282	10	Perm769	25961
22283	11	Perm769	26658
22284	12	Perm769	26958
22285	13	Perm769	27300
22286	14	Perm769	27527
22287	15	Perm769	27733
22288	16	Perm769	27887
22289	17	Perm769	28109
22290	18	Perm769	28288
22291	19	Perm769	28486
22292	20	Perm769	28629
22293	21	Perm769	28827
22294	22	Perm769	28961
22295	23	Perm769	29074
22296	24	Perm769	29192
22297	25	Perm769	29471
22298	26	Perm769	29593
22299	27	Perm769	29687
22300	28	Perm769	29809
22301	29	Perm769	29897
22302	1	Perm770	15935
22303	2	Perm770	18098
22304	3	Perm770	20413
22305	4	Perm770	21622
22306	5	Perm770	22398
22307	6	Perm770	22947
22308	7	Perm770	23503
22309	8	Perm770	23804
22310	9	Perm770	25158
22311	10	Perm770	25477
22312	11	Perm770	25893
22313	12	Perm770	26204
22314	13	Perm770	26390
22315	14	Perm770	26632
22316	15	Perm770	26915
22317	16	Perm770	27569
22318	17	Perm770	27824
22319	18	Perm770	28111
22320	19	Perm770	28305
22321	20	Perm770	28610
22322	21	Perm770	28724
22323	22	Perm770	28844
22324	23	Perm770	29131
22325	24	Perm770	29380
22326	25	Perm770	29470
22327	26	Perm770	29598
22328	27	Perm770	29707
22329	28	Perm770	29793
22330	29	Perm770	29897
22331	1	Perm771	16122
22332	2	Perm771	18197
22333	3	Perm771	20404
22334	4	Perm771	22188
22335	5	Perm771	23180
22336	6	Perm771	23857
22337	7	Perm771	24465
22338	8	Perm771	25104
22339	9	Perm771	25509
22340	10	Perm771	25951
22341	11	Perm771	26198
22342	12	Perm771	26526
22343	13	Perm771	26815
22344	14	Perm771	27104
22345	15	Perm771	27758
22346	16	Perm771	28020
22347	17	Perm771	28200
22348	18	Perm771	28367
22349	19	Perm771	28547
22350	20	Perm771	28649
22351	21	Perm771	28813
22352	22	Perm771	29007
22353	23	Perm771	29289
22354	24	Perm771	29392
22355	25	Perm771	29491
22356	26	Perm771	29602
22357	27	Perm771	29738
22358	28	Perm771	29828
22359	29	Perm771	29897
22360	1	Perm772	15951
22361	2	Perm772	18352
22362	3	Perm772	20686
22363	4	Perm772	21595
22364	5	Perm772	22451
22365	6	Perm772	22972
22366	7	Perm772	23813
22367	8	Perm772	24342
22368	9	Perm772	24685
22369	10	Perm772	25012
22370	11	Perm772	25335
22371	12	Perm772	25634
22372	13	Perm772	25936
22373	14	Perm772	26149
22374	15	Perm772	27238
22375	16	Perm772	27491
22376	17	Perm772	27591
22377	18	Perm772	27768
22378	19	Perm772	27994
22379	20	Perm772	28707
22380	21	Perm772	28809
22381	22	Perm772	28906
22382	23	Perm772	29026
22383	24	Perm772	29167
22384	25	Perm772	29301
22385	26	Perm772	29411
22386	27	Perm772	29665
22387	28	Perm772	29768
22388	29	Perm772	29897
22389	1	Perm773	16293
22390	2	Perm773	18937
22391	3	Perm773	20219
22392	4	Perm773	21533
22393	5	Perm773	22207
22394	6	Perm773	23056
22395	7	Perm773	23634
22396	8	Perm773	24194
22397	9	Perm773	24731
22398	10	Perm773	25188
22399	11	Perm773	25479
22400	12	Perm773	25759
22401	13	Perm773	26057
22402	14	Perm773	26328
22403	15	Perm773	27406
22404	16	Perm773	27623
22405	17	Perm773	27823
22406	18	Perm773	28057
22407	19	Perm773	28180
22408	20	Perm773	28319
22409	21	Perm773	28438
22410	22	Perm773	28543
22411	23	Perm773	28689
22412	24	Perm773	28822
22413	25	Perm773	28929
22414	26	Perm773	29040
22415	27	Perm773	29141
22416	28	Perm773	29231
22417	29	Perm773	29897
22418	1	Perm774	15418
22419	2	Perm774	19108
22420	3	Perm774	20624
22421	4	Perm774	21833
22422	5	Perm774	22549
22423	6	Perm774	23000
22424	7	Perm774	23448
22425	8	Perm774	23733
22426	9	Perm774	24286
22427	10	Perm774	24524
22428	11	Perm774	24891
22429	12	Perm774	25274
22430	13	Perm774	25530
22431	14	Perm774	25862
22432	15	Perm774	26168
22433	16	Perm774	26401
22434	17	Perm774	26572
22435	18	Perm774	26732
22436	19	Perm774	26909
22437	20	Perm774	27950
22438	21	Perm774	28064
22439	22	Perm774	28261
22440	23	Perm774	28364
22441	24	Perm774	28655
22442	25	Perm774	28784
22443	26	Perm774	28877
22444	27	Perm774	28993
22445	28	Perm774	29231
22446	29	Perm774	29897
22447	1	Perm775	16092
22448	2	Perm775	18874
22449	3	Perm775	20578
22450	4	Perm775	21939
22451	5	Perm775	22770
22452	6	Perm775	23307
22453	7	Perm775	23980
22454	8	Perm775	24441
22455	9	Perm775	24890
22456	10	Perm775	25200
22457	11	Perm775	25498
22458	12	Perm775	25730
22459	13	Perm775	25942
22460	14	Perm775	26199
22461	15	Perm775	26453
22462	16	Perm775	26672
22463	17	Perm775	26841
22464	18	Perm775	27953
22465	19	Perm775	28121
22466	20	Perm775	28334
22467	21	Perm775	28469
22468	22	Perm775	28595
22469	23	Perm775	29217
22470	24	Perm775	29366
22471	25	Perm775	29502
22472	26	Perm775	29634
22473	27	Perm775	29724
22474	28	Perm775	29812
22475	29	Perm775	29897
22476	1	Perm776	16156
22477	2	Perm776	18409
22478	3	Perm776	19565
22479	4	Perm776	21337
22480	5	Perm776	22172
22481	6	Perm776	23677
22482	7	Perm776	24325
22483	8	Perm776	24838
22484	9	Perm776	25123
22485	10	Perm776	25553
22486	11	Perm776	25841
22487	12	Perm776	26211
22488	13	Perm776	26484
22489	14	Perm776	26713
22490	15	Perm776	26942
22491	16	Perm776	27283
22492	17	Perm776	27509
22493	18	Perm776	27853
22494	19	Perm776	28016
22495	20	Perm776	28205
22496	21	Perm776	28477
22497	22	Perm776	28605
22498	23	Perm776	28706
22499	24	Perm776	28813
22500	25	Perm776	29436
22501	26	Perm776	29536
22502	27	Perm776	29630
22503	28	Perm776	29751
22504	29	Perm776	29897
22505	1	Perm777	15966
22506	2	Perm777	19026
22507	3	Perm777	20193
22508	4	Perm777	21515
22509	5	Perm777	22312
22510	6	Perm777	23045
22511	7	Perm777	23547
22512	8	Perm777	24075
22513	9	Perm777	24543
22514	10	Perm777	24980
22515	11	Perm777	26163
22516	12	Perm777	26958
22517	13	Perm777	27300
22518	14	Perm777	27701
22519	15	Perm777	27887
22520	16	Perm777	28034
22521	17	Perm777	28155
22522	18	Perm777	28360
22523	19	Perm777	28496
22524	20	Perm777	28708
22525	21	Perm777	28851
22526	22	Perm777	28956
22527	23	Perm777	29094
22528	24	Perm777	29227
22529	25	Perm777	29404
22530	26	Perm777	29566
22531	27	Perm777	29700
22532	28	Perm777	29809
22533	29	Perm777	29897
22534	1	Perm778	16277
22535	2	Perm778	18629
22536	3	Perm778	19963
22537	4	Perm778	21519
22538	5	Perm778	22419
22539	6	Perm778	22967
22540	7	Perm778	23478
22541	8	Perm778	24000
22542	9	Perm778	25368
22543	10	Perm778	25635
22544	11	Perm778	26099
22545	12	Perm778	26341
22546	13	Perm778	26756
22547	14	Perm778	26963
22548	15	Perm778	27259
22549	16	Perm778	27406
22550	17	Perm778	27603
22551	18	Perm778	27724
22552	19	Perm778	27950
22553	20	Perm778	28119
